Pk,Tm,Player,College,Yrs,G,MP,PTS,TRB,AST,FG%,3P%,FT%,MPG,PPG,RPG,APG,WS,WS/48,BPM,VORP
10,MIL,Brandon Jennings,,9,555,16844,7801,1659,3151,0.387,0.345,0.796,30.3,14.1,3,5.7,29.9,0.085,0.4,10.4
11,NJN,Terrence Williams,University of Louisville,4,153,2922,1085,545,364,0.412,0.317,0.659,19.1,7.1,3.6,2.4,-0.2,-0.004,-3.8,-1.4
12,CHA,Gerald Henderson,Duke University,8,535,13854,5987,1716,1009,0.44,0.327,0.793,25.9,11.2,3.2,1.9,18.3,0.063,-2.2,-0.9
13,IND,Tyler Hansbrough,University of North Carolina,7,428,7233,2881,1808,181,0.439,0.136,0.738,16.9,6.7,4.2,0.4,20.2,0.134,-2.5,-1
14,PHO,Earl Clark,University of Louisville,6,261,3630,1138,778,134,0.403,0.328,0.664,13.9,4.4,3,0.5,2.9,0.038,-3.6,-1.5
15,DET,Austin Daye,Gonzaga University,6,293,4132,1522,764,212,0.402,0.351,0.778,14.1,5.2,2.6,0.7,4.5,0.053,-2.6,-0.6
16,CHI,James Johnson,Wake Forest University,10,588,12152,4677,2120,1241,0.478,0.305,0.695,20.7,8,3.6,2.1,22.9,0.091,1.1,9.5
17,PHI,Jrue Holiday,"University of California, Los Angeles",10,648,21457,10052,2486,4130,0.452,0.354,0.784,33.1,15.5,3.8,6.4,39.2,0.088,1.3,18
18,MIN,Ty Lawson,University of North Carolina,8,551,16088,6977,1506,3316,0.46,0.359,0.77,29.2,12.7,2.7,6,42.1,0.126,0.7,10.9
19,ATL,Jeff Teague,Wake Forest University,10,707,19593,8981,1746,4099,0.446,0.356,0.842,27.7,12.7,2.5,5.8,48.2,0.118,0,10
20,UTA,Eric Maynor,Virginia Commonwealth University,5,267,3896,1141,348,760,0.392,0.35,0.721,14.6,4.3,1.3,2.8,3.3,0.041,-4.7,-2.7
21,NOH,Darren Collison,"University of California, Los Angeles",10,695,20423,8676,1846,3461,0.471,0.395,0.854,29.4,12.5,2.7,5,48.9,0.115,0.1,10.9
22,POR,Victor Claver,,3,80,1072,258,178,56,0.398,0.293,0.585,13.4,3.2,2.2,0.7,0.2,0.011,-3.3,-0.4
23,SAC,Omri Casspi,,10,588,11959,4642,2355,662,0.454,0.368,0.678,20.3,7.9,4,1.1,19.6,0.079,-1.5,1.6
24,DAL,Byron Mullens,Ohio State University,5,189,3446,1398,790,153,0.408,0.319,0.706,18.2,7.4,4.2,0.8,0.6,0.008,-4.6,-2.3
25,OKC,Rodrigue Beaubois,,4,182,2896,1286,338,374,0.439,0.325,0.81,15.9,7.1,1.9,2.1,4.8,0.079,-0.1,1.4
26,CHI,Taj Gibson,University of Southern California,10,728,18890,7137,4673,748,0.511,0.214,0.707,25.9,9.8,6.4,1,49.3,0.125,0.1,9.9
27,MEM,DeMarre Carroll,University of Missouri,10,537,12962,4866,2314,683,0.431,0.361,0.739,24.1,9.1,4.3,1.3,28.3,0.105,0.7,8.9
28,MIN,Wayne Ellington,University of North Carolina,10,623,13119,4997,1371,674,0.409,0.379,0.851,21.1,8,2.2,1.1,16.2,0.059,-2.2,-0.7
29,LAL,Toney Douglas,Florida State University,8,394,7511,3009,875,889,0.404,0.354,0.824,19.1,7.6,2.2,2.3,12.1,0.077,-0.6,2.6
30,CLE,Christian Eyenga,,2,51,1049,320,137,40,0.411,0.277,0.611,20.6,6.3,2.7,0.8,-0.4,-0.02,-4,-0.5
31,SAC,Jeff Pendergraph,Arizona State University,6,237,2322,690,632,99,0.553,0.4,0.776,9.8,2.9,2.7,0.4,6.3,0.131,-1.4,0.4
32,WAS,Jermaine Taylor,University of Central Florida,2,65,786,351,108,48,0.441,0.284,0.73,12.1,5.4,1.7,0.7,0.2,0.014,-4.6,-0.5
33,POR,Dante Cunningham,Villanova University,10,707,14816,4130,2670,504,0.47,0.347,0.649,21,5.8,3.8,0.7,24.9,0.081,-1,3.7
34,DEN,Sergio Llull,,,,,,,,,,,,,,,,,,
35,DET,DaJuan Summers,Georgetown University,4,83,820,278,82,29,0.384,0.367,0.642,9.9,3.3,1,0.3,-0.1,-0.008,-6.4,-0.9
36,MEM,Sam Young,University of Pittsburgh,4,249,3966,1436,573,180,0.442,0.28,0.742,15.9,5.8,2.3,0.7,5.2,0.063,-2.9,-0.9
37,SAS,DeJuan Blair,University of Pittsburgh,7,424,7054,2865,2153,349,0.524,0,0.608,16.6,6.8,5.1,0.8,19,0.129,0.4,4.2
38,POR,Jon Brockman,University of Washington,3,150,1570,320,472,49,0.488,0,0.618,10.5,2.1,3.1,0.3,3.7,0.113,-2.1,0
39,DET,Jonas Jerebko,,9,619,11130,3837,2492,510,0.458,0.361,0.77,18,6.2,4,0.8,25.2,0.109,-0.9,3.2
40,CHA,Derrick Brown,Xavier University,3,171,2554,895,413,119,0.515,0.317,0.637,14.9,5.2,2.4,0.7,4.5,0.085,-1.6,0.2
41,MIL,Jodie Meeks,University of Kentucky,10,533,12030,4952,1112,576,0.418,0.372,0.879,22.6,9.3,2.1,1.1,24,0.096,-0.6,4.2
42,LAL,Patrick Beverley,University of Arkansas,7,365,10336,3309,1539,1239,0.412,0.377,0.768,28.3,9.1,4.2,3.4,23.6,0.109,1.9,10.1
43,MIA,Marcus Thornton,Louisiana State University,8,483,11299,5750,1348,677,0.425,0.358,0.83,23.4,11.9,2.8,1.4,20,0.085,-0.8,3.4
44,DET,Chase Budinger,University of Arizona,7,407,7998,3198,1240,473,0.43,0.352,0.797,19.7,7.9,3,1.2,13.9,0.083,-1.4,1.2
45,MIN,Nick Calathes,University of Florida,2,129,2011,590,243,353,0.441,0.288,0.581,15.6,4.6,1.9,2.7,2.6,0.063,-0.7,0.6
46,CLE,Danny Green,University of North Carolina,10,600,15260,5348,2100,956,0.421,0.399,0.82,25.4,8.9,3.5,1.6,37.3,0.117,3,19.1
47,MIN,Henk Norel,,,,,,,,,,,,,,,,,,
48,PHO,Taylor Griffin,University of Oklahoma,1,8,32,10,2,1,0.4,0,0.5,4,1.3,0.3,0.1,0,-0.039,-7.3,0
49,ATL,Sergiy Gladyr,,,,,,,,,,,,,,,,,,
50,UTA,Goran Suton,Michigan State University,,,,,,,,,,,,,,,,,
51,SAS,Jack McClinton,University of Miami,,,,,,,,,,,,,,,,,
52,IND,A.J. Price,University of Connecticut,6,261,3929,1523,377,567,0.38,0.316,0.742,15.1,5.8,1.4,2.2,4.7,0.058,-2.4,-0.4
53,SAS,Nando De Colo,,2,119,1414,453,211,203,0.429,0.363,0.835,11.9,3.8,1.8,1.7,2.4,0.081,-0.8,0.4
54,CHA,Robert Vaden,University of Alabama at Birmingham,,,,,,,,,,,,,,,,,
55,POR,Patrick Mills,Saint Mary's College of California,10,586,11092,4915,978,1377,0.431,0.392,0.85,18.9,8.4,1.7,2.3,26.7,0.116,0.5,7
56,DAL,Ahmad Nivins,Saint Joseph's University,,,,,,,,,,,,,,,,,
57,PHO,Emir Preldzic,,,,,,,,,,,,,,,,,,
58,BOS,Lester Hudson,University of Tennessee at Martin,4,57,594,268,77,71,0.375,0.277,0.806,10.4,4.7,1.4,1.2,0.2,0.016,-2.7,-0.1
59,LAL,Chinemelu Elonu,Texas A&M University,,,,,,,,,,,,,,,,,
60,MIA,Robert Dozier,University of Memphis,,,,,,,,,,,,,,,,,
1,CHI,Derrick Rose,University of Memphis,10,541,18002,10203,1899,3045,0.453,0.305,0.824,33.3,18.9,3.5,5.6,37.3,0.099,0.3,10.6
2,MIA,Michael Beasley,Kansas State University,11,609,13903,7568,2861,788,0.465,0.349,0.759,22.8,12.4,4.7,1.3,15.6,0.054,-3.2,-4.3
3,MIN,O.J. Mayo,University of Southern California,8,547,16919,7574,1706,1607,0.429,0.373,0.82,30.9,13.8,3.1,2.9,21.8,0.062,-0.8,5.1
4,SEA,Russell Westbrook,"University of California, Los Angeles",11,801,27595,18376,5552,6693,0.434,0.306,0.804,34.5,22.9,6.9,8.4,94.7,0.165,6.6,59.8
5,MEM,Kevin Love,"University of California, Los Angeles",11,645,20687,11818,7265,1492,0.443,0.371,0.826,32.1,18.3,11.3,2.3,77.6,0.18,2.8,24.8
6,NYK,Danilo Gallinari,,10,533,16582,8353,2558,1065,0.422,0.374,0.87,31.1,15.7,4.8,2,48,0.139,1.1,12.9
7,LAC,Eric Gordon,Indiana University,11,610,20222,10181,1542,1816,0.427,0.37,0.815,33.2,16.7,2.5,3,31.9,0.076,-1,5.3
8,MIL,Joe Alexander,West Virginia University,2,67,745,282,120,44,0.41,0.34,0.698,11.1,4.2,1.8,0.7,0.5,0.03,-3.3,-0.2
9,CHA,D.J. Augustin,University of Texas at Austin,11,788,18866,7692,1458,3084,0.412,0.382,0.862,23.9,9.8,1.9,3.9,40.2,0.102,-1.5,2.4
10,NJN,Brook Lopez,Stanford University,11,697,21571,12146,4564,1061,0.499,0.344,0.79,30.9,17.4,6.5,1.5,58,0.129,1,16.2
11,IND,Jerryd Bayless,University of Arizona,11,573,12260,4828,1211,1631,0.411,0.363,0.822,21.4,8.4,2.1,2.8,18.6,0.073,-1.9,0.2
12,SAC,Jason Thompson,Rider University,8,588,14819,5210,3880,635,0.496,0.143,0.657,25.2,8.9,6.6,1.1,23.8,0.077,-1.7,1.3
13,POR,Brandon Rush,University of Kansas,9,481,10564,3250,1413,468,0.426,0.402,0.706,22,6.8,2.9,1,11.2,0.051,-1.7,0.7
14,GSW,Anthony Randolph,Louisiana State University,6,252,3841,1789,1078,187,0.453,0.241,0.74,15.2,7.1,4.3,0.7,5.8,0.072,-2.1,-0.1
15,PHO,Robin Lopez,Stanford University,11,746,17064,6663,3929,607,0.529,0.238,0.758,22.9,8.9,5.3,0.8,41.6,0.117,0.1,9
16,PHI,Marreese Speights,University of Florida,10,705,10640,5592,2875,461,0.459,0.356,0.797,15.1,7.9,4.1,0.7,25.8,0.116,-2.8,-2.2
17,TOR,Roy Hibbert,Georgetown University,9,662,16389,6611,4173,885,0.465,0.25,0.755,24.8,10,6.3,1.3,35.9,0.105,0.2,9.1
18,WAS,JaVale McGee,"University of Nevada, Reno",11,612,10481,4770,3016,226,0.564,0.087,0.589,17.1,7.8,4.9,0.4,29.7,0.136,-0.3,4.5
19,CLE,J.J. Hickson,North Carolina State University,8,534,11925,5081,3639,449,0.505,0,0.617,22.3,9.5,6.8,0.8,21.9,0.088,-2.3,-0.9
20,CHA,Alexis Ajinca,,7,293,3905,1553,1150,143,0.503,0.286,0.797,13.3,5.3,3.9,0.5,7.5,0.093,-2.5,-0.5
21,NJN,Ryan Anderson,University of California,11,640,16723,7995,3397,583,0.422,0.38,0.854,26.1,12.5,5.3,0.9,46.8,0.134,0.6,11.1
22,ORL,Courtney Lee,Western Kentucky University,11,771,21377,7590,2071,1324,0.451,0.388,0.854,27.7,9.8,2.7,1.7,38.6,0.087,-0.2,9.9
23,UTA,Kosta Koufos,Ohio State University,11,676,11150,3869,3414,349,0.535,0,0.582,16.5,5.7,5.1,0.5,28.2,0.121,-0.8,3.3
24,SEA,Serge Ibaka,,10,737,21273,9105,5352,533,0.514,0.356,0.762,28.9,12.4,7.3,0.7,62.6,0.141,0.7,14.2
25,HOU,Nicolas Batum,,11,753,23805,8934,3967,2863,0.436,0.358,0.84,31.6,11.9,5.3,3.8,53.9,0.109,2.4,26.6
26,SAS,George Hill,Indiana University-Purdue University Indianapolis,11,713,20206,8040,2220,2299,0.453,0.38,0.801,28.3,11.3,3.1,3.2,59.2,0.141,1.7,18.9
27,NOH,Darrell Arthur,University of Kansas,9,503,8945,3282,1768,409,0.444,0.352,0.765,17.8,6.5,3.5,0.8,12.3,0.066,-1.9,0.3
28,MEM,Donte Greene,Syracuse University,4,253,4259,1541,600,183,0.406,0.304,0.701,16.8,6.1,2.4,0.7,1.5,0.017,-3.8,-2
29,DET,D.J. White,Indiana University,6,138,2111,810,437,80,0.507,0.333,0.72,15.3,5.9,3.2,0.6,3.8,0.087,-3.4,-0.7
30,BOS,J.R. Giddens,University of New Mexico,2,38,247,73,54,13,0.476,0,0.565,6.5,1.9,1.4,0.3,0.1,0.027,-4.6,-0.2
31,MIN,Nikola Pekovic,,6,271,6744,3405,1807,199,0.518,,0.76,24.9,12.6,6.7,0.7,18.8,0.134,-0.8,2
32,SEA,Walter Sharpe,University of Alabama at Birmingham,1,8,20,8,3,0,0.364,0,0,2.5,1,0.4,0,-0.1,-0.131,-16.5,-0.1
33,POR,Joey Dorsey,University of Memphis,4,130,1488,344,513,55,0.534,0,0.375,11.4,2.6,3.9,0.4,2.9,0.092,-1.3,0.3
34,MIN,Mario Chalmers,University of Kansas,9,646,17245,5743,1585,2412,0.417,0.351,0.793,26.7,8.9,2.5,3.7,32.3,0.09,0.3,9.8
35,LAC,DeAndre Jordan,Texas A&M University,11,808,22813,7723,8770,673,0.671,0.091,0.463,28.2,9.6,10.9,0.8,82.7,0.174,2.2,24.2
36,POR,Omer Asik,,8,471,9216,2479,3362,280,0.528,0,0.551,19.6,5.3,7.1,0.6,20.9,0.109,-1.5,1.1
37,MIL,Luc Mbah a Moute,"University of California, Los Angeles",11,686,16013,4375,2798,588,0.454,0.335,0.66,23.3,6.4,4.1,0.9,26,0.078,-0.8,4.9
38,CHA,Kyle Weaver,Washington State University,3,73,1379,363,158,119,0.441,0.353,0.736,18.9,5,2.2,1.6,1.5,0.051,-1.3,0.3
39,CHI,Sonny Weems,University of Arkansas,4,183,3335,1189,402,257,0.465,0.283,0.702,18.2,6.5,2.2,1.4,0,0.001,-4.2,-1.9
40,NJN,Chris Douglas-Roberts,University of Memphis,6,222,4381,1571,472,254,0.439,0.329,0.831,19.7,7.1,2.1,1.1,5.4,0.059,-2.9,-1
41,IND,Nathan Jawai,,2,45,431,126,106,24,0.435,0,0.684,9.6,2.8,2.4,0.5,0.2,0.02,-4,-0.2
42,SAC,Sean Singletary,University of Virginia,1,37,303,90,35,29,0.365,0.4,0.857,8.2,2.4,0.9,0.8,0,0.006,-4.9,-0.2
43,SAC,Patrick Ewing,Georgetown University,1,7,19,3,2,2,0,0,0.75,2.7,0.4,0.3,0.3,-0.1,-0.158,-9.3,0
44,UTA,Ante Tomic,,,,,,,,,,,,,,,,,,
45,SAS,Goran Dragic,,11,740,20736,10203,2255,3552,0.467,0.363,0.763,28,13.8,3,4.8,50.2,0.116,1.1,16.5
46,SEA,Trent Plaisted,Brigham Young University Hawaii,,,,,,,,,,,,,,,,,
47,WAS,Bill Walker,Kansas State University,5,181,3016,1079,401,153,0.446,0.369,0.76,16.7,6,2.2,0.8,5,0.079,-1.3,0.5
48,PHO,Malik Hairston,University of Oregon,2,62,472,149,77,29,0.512,0.167,0.514,7.6,2.4,1.2,0.5,0.8,0.086,-1.9,0
49,GSW,Richard Hendrix,University of Alabama,,,,,,,,,,,,,,,,,
50,SEA,DeVon Hardin,University of California,,,,,,,,,,,,,,,,,
51,DAL,Shan Foster,Vanderbilt University,,,,,,,,,,,,,,,,,
52,MIA,Darnell Jackson,University of Kansas,3,138,1039,308,203,26,0.449,0.235,0.644,7.5,2.2,1.5,0.2,1.3,0.059,-4.9,-0.7
53,UTA,Tadija Dragicevic,,,,,,,,,,,,,,,,,,
54,HOU,Maarty Leunen,University of Oregon,,,,,,,,,,,,,,,,,
55,POR,Mike Taylor,Iowa State University,1,51,771,289,87,106,0.412,0.325,0.691,15.1,5.7,1.7,2.1,-0.4,-0.028,-5.5,-0.7
56,SEA,Sasha Kaun,University of Kansas,1,25,95,23,26,3,0.529,,0.455,3.8,0.9,1,0.1,0.2,0.096,-0.8,0
57,SAS,James Gist,University of Maryland,,,,,,,,,,,,,,,,,
58,LAL,Joe Crawford,University of Kentucky,1,2,23,9,4,1,0.3,0.25,1,11.5,4.5,2,0.5,0,0.037,-5.6,0
59,DET,Deron Washington,Virginia Polytechnic Institute and State University,,,,,,,,,,,,,,,,,
60,BOS,Semih Erden,,2,69,928,262,190,29,0.546,,0.594,13.4,3.8,2.8,0.4,1.8,0.094,-2,0
1,POR,Greg Oden,Ohio State University,3,105,2028,840,656,51,0.574,,0.658,19.3,8,6.2,0.5,7.3,0.174,1.1,1.6
2,SEA,Kevin Durant,University of Texas at Austin,12,832,30769,22592,5918,3381,0.492,0.382,0.883,37,27.2,7.1,4.1,139.6,0.218,5.1,55
3,ATL,Al Horford,University of Florida,12,770,25310,10839,6493,2474,0.524,0.366,0.752,32.9,14.1,8.4,3.2,83.6,0.159,3.2,33.3
4,MEM,Mike Conley,Ohio State University,12,778,25366,11466,2294,4441,0.44,0.374,0.818,32.6,14.7,2.9,5.7,69.5,0.132,1.9,25
5,BOS,Jeff Green,Georgetown University,11,842,25360,11108,3826,1352,0.44,0.335,0.804,30.1,13.2,4.5,1.6,39.6,0.075,-1.3,4.3
6,MIL,Yi Jianlian,,5,272,6038,2148,1339,192,0.404,0.333,0.78,22.2,7.9,4.9,0.7,3.1,0.025,-4.7,-4.1
7,MIN,Corey Brewer,University of Florida,12,793,18435,7019,2222,1223,0.425,0.283,0.713,23.2,8.9,2.8,1.5,21.7,0.057,-1,4.6
8,CHA,Brandan Wright,University of North Carolina,10,428,6949,2976,1560,199,0.607,0,0.674,16.2,7,3.6,0.5,26.2,0.181,1.6,6.4
9,CHI,Joakim Noah,University of Florida,12,658,18416,5786,5978,1870,0.491,0,0.699,28,8.8,9.1,2.8,61.3,0.16,4.1,28.3
10,SAC,Spencer Hawes,University of Washington,10,684,15541,5932,3893,1271,0.457,0.35,0.716,22.7,8.7,5.7,1.9,22.6,0.07,-0.7,5
11,ATL,Acie Law,Texas A&M University,4,188,2385,725,195,309,0.413,0.235,0.778,12.7,3.9,1,1.6,1.6,0.032,-5.4,-2
12,PHI,Thaddeus Young,Georgia Institute of Technology,12,883,27110,11820,5279,1429,0.501,0.329,0.672,30.7,13.4,6,1.6,58.6,0.104,0.7,18.4
13,NOK,Julian Wright,University of Kansas,4,231,3049,907,531,182,0.499,0.262,0.584,13.2,3.9,2.3,0.8,3.9,0.061,-1.3,0.5
14,LAC,Al Thornton,Florida State University,4,296,8274,3527,1233,353,0.452,0.293,0.747,28,11.9,4.2,1.2,6.1,0.035,-3.5,-3.1
15,DET,Rodney Stuckey,Eastern Washington University,10,651,17890,8185,1912,2333,0.423,0.3,0.824,27.5,12.6,2.9,3.6,28.7,0.077,-1.4,2.7
16,WAS,Nick Young,University of Southern California,12,720,16419,8194,1427,687,0.418,0.376,0.836,22.8,11.4,2,1,18.6,0.054,-3.4,-5.8
17,NJN,Sean Williams,Boston College,4,137,1978,581,472,47,0.511,0,0.624,14.4,4.2,3.4,0.3,3,0.073,-2,0
18,GSW,Marco Belinelli,,12,785,18256,7852,1622,1340,0.426,0.378,0.847,23.3,10,2.1,1.7,29.5,0.078,-1.6,1.9
19,LAL,Javaris Crittenton,Georgia Institute of Technology,2,113,1853,595,276,201,0.442,0.231,0.638,16.4,5.3,2.4,1.8,0.1,0.002,-4.3,-1.1
20,MIA,Jason Smith,Colorado State University,11,614,10009,3769,2071,452,0.469,0.335,0.783,16.3,6.1,3.4,0.7,14.1,0.068,-2.6,-1.6
21,PHI,Daequan Cook,Ohio State University,6,328,5993,2114,703,243,0.369,0.359,0.813,18.3,6.4,2.1,0.7,4.9,0.039,-3.6,-2.4
22,CHA,Jared Dudley,Boston College,12,833,19416,6492,2741,1344,0.464,0.392,0.73,23.3,7.8,3.3,1.6,41.3,0.102,1,14.9
23,NYK,Wilson Chandler,DePaul University,11,626,19327,8194,3382,1156,0.445,0.343,0.768,30.9,13.1,5.4,1.8,28.3,0.07,-0.7,6.3
24,PHO,Rudy Fernandez,,4,249,5965,2254,608,554,0.399,0.36,0.84,24,9.1,2.4,2.2,14.2,0.114,1.8,5.7
25,UTA,Morris Almond,Rice University,3,38,361,119,46,12,0.381,0.292,0.743,9.5,3.1,1.2,0.3,0,0.005,-6.4,-0.4
26,HOU,Aaron Brooks,University of Oregon,10,645,13439,6259,1079,1925,0.413,0.37,0.837,20.8,9.7,1.7,3,19.2,0.069,-1.8,0.8
27,DET,Arron Afflalo,"University of California, Los Angeles",11,762,20829,8198,2176,1386,0.45,0.386,0.825,27.3,10.8,2.9,1.8,33.5,0.077,-1.1,4.5
28,SAS,Tiago Splitter,,7,355,6812,2816,1779,423,0.555,0.143,0.697,19.2,7.9,5,1.2,25.3,0.178,1.9,6.7
29,PHO,Alando Tucker,University of Wisconsin,3,51,426,211,49,16,0.423,0.294,0.783,8.4,4.1,1,0.3,0.4,0.045,-6.7,-0.5
30,PHI,Petteri Koponen,,,,,,,,,,,,,,,,,,
31,SEA,Carl Landry,Purdue University,9,513,11524,5541,2533,355,0.535,0.3,0.785,22.5,10.8,4.9,0.7,35.9,0.149,-1.1,2.6
32,BOS,Gabe Pruitt,University of Southern California,2,62,461,125,51,52,0.321,0.283,0.783,7.4,2,0.8,0.8,0.4,0.043,-3.1,-0.1
33,SAS,Marcus Williams,University of Arizona,2,13,39,14,12,3,0.318,,,3,1.1,0.9,0.2,-0.1,-0.084,-7.5,-0.1
34,DAL,Nick Fazekas,"University of Nevada, Reno",1,26,269,107,89,11,0.561,0,0.682,10.3,4.1,3.4,0.4,0.8,0.148,-0.1,0.1
35,SEA,Glen Davis,Louisiana State University,8,514,10865,4111,2236,457,0.447,0.182,0.7,21.1,8,4.4,0.9,18.6,0.082,-2.3,-0.8
36,GSW,Jermareo Davidson,University of Alabama,2,52,433,162,96,14,0.425,,0.578,8.3,3.1,1.8,0.3,0,0,-7.6,-0.6
37,POR,Josh McRoberts,Duke University,11,433,8271,2333,1686,901,0.463,0.34,0.705,19.1,5.4,3.9,2.1,18.5,0.107,1,6.2
38,PHI,Kyrylo Fesenko,,5,135,1107,305,269,40,0.496,0,0.41,8.2,2.3,2,0.3,0.9,0.038,-4,-0.6
39,MIA,Stanko Barac,,,,,,,,,,,,,,,,,,
40,LAL,Sun Yue,,1,10,28,6,0,2,0.273,0,,2.8,0.6,0,0.2,-0.1,-0.226,-15.2,-0.1
41,MIN,Chris Richard,University of Florida,2,70,780,135,194,25,0.483,,0.605,11.1,1.9,2.8,0.4,0.7,0.045,-3.5,-0.3
42,POR,Derrick Byars,Vanderbilt University,1,2,37,10,11,1,0.273,0,1,18.5,5,5.5,0.5,0.1,0.147,0.6,0
43,NOK,Adam Haluska,University of Iowa,,,,,,,,,,,,,,,,,
44,ORL,Reyshawn Terry,University of North Carolina,,,,,,,,,,,,,,,,,
45,LAC,Jared Jordan,Marist College,,,,,,,,,,,,,,,,,
46,GSW,Stephane Lasme,University of Massachusetts Amherst,1,16,303,83,53,3,0.451,,0.594,18.9,5.2,3.3,0.2,0.3,0.041,-2.8,-0.1
47,WAS,Dominic McGuire,"California State University, Fresno",6,342,5348,939,1169,422,0.419,0.188,0.658,15.6,2.7,3.4,1.2,4.1,0.037,-1.6,0.6
48,LAL,Marc Gasol,,11,775,26041,11739,5977,2663,0.483,0.346,0.777,33.6,15.1,7.7,3.4,77.9,0.144,3.4,35.7
49,CHI,Aaron Gray,University of Pittsburgh,7,318,3851,1066,1190,207,0.509,0,0.562,12.1,3.4,3.7,0.7,6.2,0.077,-1.8,0.2
50,DAL,Renaldas Seibutis,,,,,,,,,,,,,,,,,,
51,CHI,JamesOn Curry,Oklahoma State University,1,1,0,0,0,0,,,,0,0,0,0,0,,,0
52,POR,Taurean Green,University of Florida,1,17,74,27,10,11,0.28,0.182,0.917,4.4,1.6,0.6,0.6,-0.1,-0.066,-8.2,-0.1
53,POR,Demetris Nichols,Syracuse University,2,18,58,22,7,2,0.281,0.2,0.5,3.2,1.2,0.4,0.1,-0.2,-0.203,-15.3,-0.2
54,HOU,Brad Newley,,,,,,,,,,,,,,,,,,
55,UTA,Herbert Hill,Providence College,,,,,,,,,,,,,,,,,
56,MIL,Ramon Sessions,"University of Nevada, Reno",11,691,16119,7141,1840,2807,0.434,0.316,0.791,23.3,10.3,2.7,4.1,28.8,0.086,-1.9,0.5
57,DET,Sammy Mejia,DePaul University,,,,,,,,,,,,,,,,,
58,SAS,Giorgos Printezis,,,,,,,,,,,,,,,,,,
59,PHO,D.J. Strawberry,University of Maryland,1,33,270,73,28,30,0.315,0.24,0.474,8.2,2.2,0.8,0.9,-0.2,-0.031,-5.1,-0.2
60,DAL,Milovan Rakovic,,,,,,,,,,,,,,,,,,
1,TOR,Andrea Bargnani,,10,550,15806,7873,2541,653,0.439,0.354,0.824,28.7,14.3,4.6,1.2,18.9,0.057,-2.2,-0.9
2,CHI,LaMarcus Aldridge,University of Texas at Austin,13,931,32100,18163,7772,1818,0.49,0.283,0.809,34.5,19.5,8.3,2,104.1,0.156,1.4,27.3
3,CHA,Adam Morrison,Gonzaga University,3,161,3278,1200,342,222,0.373,0.331,0.71,20.4,7.5,2.1,1.4,-1.4,-0.021,-5.5,-2.9
4,POR,Tyrus Thomas,Louisiana State University,8,402,7932,3093,1938,347,0.438,0.235,0.732,19.7,7.7,4.8,0.9,13,0.078,-1.1,1.7
5,ATL,Shelden Williams,Duke University,6,361,5586,1618,1562,163,0.462,0.222,0.74,15.5,4.5,4.3,0.5,9.9,0.085,-2.8,-1.2
6,MIN,Brandon Roy,University of Washington,6,326,11561,6136,1388,1517,0.459,0.348,0.8,35.5,18.8,4.3,4.7,37.4,0.155,3.2,15.2
7,BOS,Randy Foye,Villanova University,11,752,19279,7729,1686,2112,0.401,0.366,0.852,25.6,10.3,2.2,2.8,23.5,0.058,-1.3,3.4
8,HOU,Rudy Gay,University of Connecticut,13,862,29447,15248,5075,1921,0.456,0.348,0.797,34.2,17.7,5.9,2.2,54,0.088,0.5,18.7
9,GSW,Patrick O'Bryant,Bradley University,4,90,524,186,127,25,0.494,0,0.583,5.8,2.1,1.4,0.3,0.5,0.046,-3.1,-0.2
10,SEA,Mouhamed Sene,,3,47,260,103,75,1,0.427,,0.589,5.5,2.2,1.6,0,0.3,0.052,-9.3,-0.5
11,ORL,J.J. Redick,Duke University,13,818,21099,10462,1637,1648,0.448,0.412,0.891,25.8,12.8,2,2,57.4,0.131,0,10.8
12,NOK,Hilton Armstrong,University of Connecticut,6,292,3378,880,766,102,0.501,0.286,0.582,11.6,3,2.6,0.3,3.9,0.055,-2.8,-0.7
13,PHI,Thabo Sefolosha,,13,809,18341,4805,3116,1156,0.45,0.351,0.735,22.7,5.9,3.9,1.4,38,0.099,1.1,14.3
14,UTA,Ronnie Brewer,University of Arkansas,8,502,11539,3940,1427,828,0.49,0.254,0.675,23,7.8,2.8,1.6,30.4,0.127,1.7,10.7
15,NOK,Cedric Simmons,North Carolina State University,3,75,705,163,141,14,0.409,,0.39,9.4,2.2,1.9,0.2,0.1,0.005,-5.7,-0.7
16,CHI,Rodney Carney,University of Memphis,5,299,4600,1778,588,132,0.422,0.338,0.704,15.4,5.9,2,0.4,6.2,0.064,-2.7,-0.8
17,IND,Shawne Williams,University of Memphis,7,314,5368,1769,945,220,0.403,0.339,0.755,17.1,5.6,3,0.7,6.7,0.06,-2,0
18,WAS,Oleksiy Pecherov,,3,111,1044,438,266,20,0.386,0.29,0.793,9.4,3.9,2.4,0.2,0.5,0.025,-7,-1.3
19,SAC,Quincy Douby,Rutgers University,3,143,1535,588,152,93,0.389,0.312,0.884,10.7,4.1,1.1,0.7,0,0,-5.4,-1.3
20,NYK,Renaldo Balkman,University of South Carolina,6,221,3064,894,769,132,0.51,0.172,0.542,13.9,4,3.5,0.6,7.2,0.113,0.9,2.2
21,PHO,Rajon Rondo,University of Kentucky,13,806,25495,8370,3879,6809,0.462,0.314,0.604,31.6,10.4,4.8,8.4,57.8,0.109,1.5,22.3
22,NJN,Marcus Williams,University of Connecticut,4,203,3095,1128,361,574,0.386,0.321,0.767,15.2,5.6,1.8,2.8,0,-0.001,-4.6,-2
